"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GCQVSHS3","journalArticle","2006","Baker, R. S.; Bazargan, M.; Calderon, J. L.; Hays, R. D.","Psychometric performance of the National Eye Institute visual function questionnaire in Latinos and non-Latinos","Ophthalmology","","0161-6420","10.1016/j.ophtha.2006.01.073","","OBJECTIVE: To compare the psychometric performance of Spanish versions of the 25-item National Eye Institute Visual Function Questionnaire (NEI VFQ-25) and the NEI VFQ-39 administered to Latino patients with the psychometric performance of the standard English NEI VFQ-25 and NEI VFQ-39 administered to non-Latino patients. DESIGN: Clinic-based cross-sectional survey. PARTICIPANTS: Four hundred three patients (160 Latinos and 243 non-Latinos) recruited from general ophthalmology clinics of an urban public hospital over a 6-month period. METHODS: Structured face-to-face interviews were conducted in Spanish and English to collect data for the NEI VFQ-25 and NEI VFQ-39. We calculated the mean, standard deviation, and percentage of participants having the minimum (floor) and maximum (ceiling) possible score for each item and scale. Internal consistency reliability of the NEI VFQ-25 and NEI VFQ-39 was estimated using the Cronbach alpha and average inter-item correlation. Construct validity for the instruments was assessed by comparing scores for participants classified as having normal versus impaired visual acuity. MAIN OUTCOME MEASURES: Instrument scales for general health; general vision; ocular pain; near activities; distance activities; vision-specific social functioning, mental health, role difficulties, and dependency; driving; color vision; and peripheral vision. RESULTS: Internal consistency reliability was significantly lower in the Spanish version than in the English version for 3 scales of the NEI VFQ-25. More importantly, 3 scales in the Spanish version manifested inadequate reliability (alpha< or =0.70), compared with only 1 inadequately reliable subscale in the English version. Reliability coefficients associated with the Spanish NEI VFQ-39 scales exceeded commonly accepted minimum standards. Comparison of reliability coefficients between Latino and non-Latino subgroups demonstrated statistically significant differences for 4 scales: Ocular Pain, Mental Health, Role Difficulties, and Dependency. In each case, the Latino group had the lower internal consistency reliability. However, only for the Ocular Pain subscale was reliability both significantly lower and inadequate (alpha<0.70). CONCLUSION: Overall performance of the NEI VFQ in Latino populations is adequate. However, in the absence of modifications to improve the reliability of specific Spanish version subscales, comparisons between Latino and non-Latino subgroups using the NEI VFQ must be interpreted with appropriate caution.","2006-08","2020-06-04 02:42:55","2020-06-04 02:42:55","","1363-71","","8","113","","","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/10.1016/j.ophtha.2006.01.073","*Hispanic Americans; *National Institutes of Health (U.S.); *Vision, Ocular; Adult; Aged; Cross-Sectional Studies; Dependency (Psychology); Eye; Female; Humans; Language; Male; Mental Health; Middle Aged; Pain/physiopathology; Psychometrics/*methods; Quality of Life; Role; Surveys and Questionnaires/*standards; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DPALJU4","journalArticle","2006","Owen, C. G.; Rudnicka, A. R.; Smeeth, L.; Evans, J. R.; Wormald, R. P.; Fletcher, A. E.","Is the NEI-VFQ-25 a useful tool in identifying visual impairment in an elderly population?","BMC Ophthalmol","","1471-2415","10.1186/1471-2415-6-24","","BACKGROUND: The use of self-report questionnaires to substitute for visual acuity measurement has been limited. We examined the association between visual impairment and self reported visual function in a population sample of older people in the UK. METHODS: Cross sectional study of people aged more than 75 years who initially participated in a trial of health screening. The association between 25-item National Eye Institute Visual Function Questionnaire (NEI-VFQ) scores and visual impairment (defined as an acuity of less than 6/18 in the better eye) was examined using logistic regression. RESULTS: Visual acuity and NEI-VFQ scores were obtained from 1807 participants (aged 77 to 101 years, 36% male), from 20 general practices throughout the UK. After adjustment for age, gender, practice and NEI-VFQ sub-scale scores, those complaining of poor vision in general were 4.77 times (95% CI 3.03 to 7.53) more likely to be visually impaired compared to those who did not report difficulty. Self-reported limitations with social functioning and dependency on others due to poor vision were also associated with visual impairment (odds ratios, 2.52, 95% CI 1.55 to 4.11; 1.73, 95% CI 1.05 to 2.86 respectively). Those reporting difficulties with near vision and colour vision were more likely to be visually impaired (odds ratios, 2.32, 95% CI 1.30 to 4.15; 2.25, 95% CI 1.35 to 3.73 respectively). Other NEI-VFQ sub-scale scores were unrelated to measures of acuity. Similar but weaker odds ratios were found with reduced visual acuity (defined as less than 6/12 in the better eye). Although differences in NEI-VFQ scores were small, scores were strongly associated with visual acuity, binocular status, and difference in acuity between eyes. CONCLUSION: NEI-VFQ questions regarding the quality of general vision, social functioning, visual dependency, near vision and colour vision are strongly and independently associated with an objective measure of visual impairment in an elderly population.","2006-06-09","2020-06-04 02:42:52","2020-06-04 02:42:52","","24","","","6","","BMC ophthalmology","","","","","","","","eng","","","","","","","PMCID: PMC1523367","","","http://dx.doi.org/10.1186/1471-2415-6-24","*National Institutes of Health (U.S.); *Surveys and Questionnaires; Aged; Aged, 80 and over; Color Vision Defects/diagnosis; Cross-Sectional Studies; Dependency (Psychology); Geriatric Assessment/*methods; Humans; Interpersonal Relations; United States; Vision Disorders/*diagnosis; Vision, Binocular; Visual Acuity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZ6W3BD4","journalArticle","2006","Ringsdorf, L.; McGwin, G.; Owsley, C.","Visual field defects and vision-specific health-related quality of life in African Americans and whites with glaucoma","J Glaucoma","","1057-0829 (Print)1057-0829","10.1097/01.ijg.0000212252.72207.c2","","PURPOSE: To examine the relationship of visual field impairment to vision-specific health-related quality of life and symptoms in a large cohort (N=345) of African Americans and Whites of non-Hispanic origin diagnosed with glaucoma. MATERIALS AND METHODS: Participants consisted of persons > or =55 years of age recruited from university-affiliated ophthalmology and optometry practices in Birmingham, AL who had been diagnosed with glaucoma. Medical records were abstracted to collect information on demographics, visual acuity, and visual fields. A telephone survey was conducted to obtain information on vision-specific health-related quality of life [National Eye Institute Visual Function Questionnaire-25 (NEI VFQ-25)], glaucoma symptoms [Glaucoma Symptom Scale (GSS)], and cognitive status (Short Portable Mental Status Questionnaire). Visual fields were used to compute a visual field defect score for each eye based on the Advanced Glaucoma Intervention Study (AGIS) scoring system. RESULTS: Mean NEI VFQ-25 subscale scores ranged from the 50s to 80s. Scores for African Americans and Whites did not differ except for the general health and ocular pain subscales for which African Americans had slightly higher scores. For both African Americans and Whites, as the AGIS score became worse in the better and/or worse eye, there was a decrease in VFQ subscale score for most VFQ subscales including general vision, distance vision, near vision, social functioning, color vision, and peripheral vision (P<0.05). AGIS scores were unrelated to the GSS subscales in African Americans; for Whites, the visual but not the nonvisual subscale was related to AGIS score. CONCLUSIONS: Scores on most subscales of the NEI VFQ-25 and the 2 subscales of the GSS are highly similar in African Americans and Whites of non-Hispanic origin who have been diagnosed with glaucoma. In addition, for both African Americans and Whites, the VFQ subscales for the most part demonstrated good construct validity with respect to the extent of visual field impairment. Results imply that the NEI VFQ-25 and the GSS are appropriate instruments for studying the personal burden of glaucoma in studies whose samples involve both African American and White adults.","2006-10","2020-06-04 02:42:51","2020-06-04 02:42:51","","414-8","","5","15","","Journal of glaucoma","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/10.1097/01.ijg.0000212252.72207.c2","*Visual Fields; Humans; Aged; Female; Male; *Quality of Life; Surveys and Questionnaires; Health Status Indicators; *European Continental Ancestry Group; *African Americans; Vision Disorders/*ethnology/physiopathology; Glaucoma/*ethnology/physiopathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4MU9ZJ7","journalArticle","2002","Ivers, R. Q.; Cumming, R. G.; Mitchell, P.; Peduto, A. J.","Risk factors for fractures of the wrist, shoulder and ankle: the Blue Mountains Eye Study","Osteoporos Int","","0937-941X (Print)0937-941x","10.1007/s001980200063","","Few studies have examined risk factors for fractures of the wrist, shoulder or ankle. The Blue Mountains Eye Study is a population-based longitudinal study in 3654 people aged 49 years or older resident in an area west of Sydney, Australia. Detailed eye examinations and interviews were carried out at baseline (1992-3) and after 5 years (1997-9). Information about fractures sustained during follow-up were collected by a combination of self-report and a search of hospital radiology records. After 4.7 years follow-up subjects had sustained 53 fractures of the distal forearm, 20 fractures of the proximal humerus and 33 ankle fractures. In multivariate models factors independently associated with wrist fractures in women were no vigorous exercise in the past 2 weeks (relative risk RR 0.4, 95% CI 0.2-0.9) and ever use of HRT (RR 0.4, 95% CI 0.1-1.0). Factors independently associated with ankle fractures were male sex (RR 0.3, 95% CI 0.1-0.8) and visual field loss (RR 2.8, 95% CI 1.2-6.6). These findings are in keeping with other studies, and suggest that different types of osteoporotic fracture have different, if overlapping, sets of risk factors.","2002","2020-06-04 02:43:07","2020-06-04 02:43:07","","513-8","","6","13","","","","","","","","","","eng","","","","","","","","","; ","https://link.springer.com/article/10.1007%2Fs001980200063; http://dx.doi.org/10.1007/s001980200063","Aged; Ankle Injuries/etiology; Australia/epidemiology; Female; Fractures, Bone/epidemiology/*etiology; Health Surveys; Humans; Longitudinal Studies; Male; Middle Aged; Multivariate Analysis; Osteoporosis, Postmenopausal/*complications/epidemiology; Proportional Hazards Models; Risk Factors; Shoulder Fractures/etiology; Survival Analysis; Vision Disorders/*complications/epidemiology; Wrist Injuries/etiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UY4D2PAS","journalArticle","2003","Clemons, T. E.; Chew, E. Y.; Bressler, S. B.; McBee, W.","National Eye Institute Visual Function Questionnaire in the Age-Related Eye Disease Study (AREDS): AREDS Report No. 10","Arch Ophthalmol","","0003-9950 (Print)0003-9950","","","OBJECTIVES: To describe the vision-targeted, health-related quality of life, measured with the National Eye Institute Visual Function Questionnaire (NEI-VFQ), in patients with age-related macular degeneration, cataract, or reduced visual acuity; to determine the relationship between the NEI-VFQ subscale scores and clinical measures of visual function; and to assess the internal consistency and reliability of the NEI-VFQ subscales. DESIGN: The 39-item NEI-VFQ was administered at the 5-year clinic visit to 4077 Age-Related Eye Disease Study participants. RESULTS: The subscales of the NEI-VFQ had moderate to high internal consistency (Cronbach's alpha = 0.58-0.91). The NEI-VFQ scores for participants with advanced age-related macular degeneration in 1 or both eyes, severe nuclear opacity, reduced visual acuity, or cataract surgery generally were lower than scores for disease-free participants (P<.001). CONCLUSION: These findings support the use of the NEI-VFQ as a measure of vision-targeted, health-related quality of life among patients with age-related macular degeneration, cataract, or reduced visual acuity.","2003-02","2020-06-04 02:43:05","2020-06-04 02:43:05","","211-7","","2","121","","","","","","","","","","eng","","","","","","","PMCID: PMC1473210","","; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1473210/pdf/nihms10057.pdf; http://dx.doi.org/","*Surveys and Questionnaires; Aged; Aged, 80 and over; Cataract/*physiopathology; Female; Health Status; Humans; Macular Degeneration/*physiopathology; Male; Middle Aged; National Institutes of Health (U.S.)/*standards; Quality of Life; Reproducibility of Results; Sickness Impact Profile; United States; Vision Screening/standards; Vision, Low/*physiopathology; Visual Acuity/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQL3IWHL","journalArticle","2003","Ivers, R. Q.; Cumming, R. G.; Mitchell, P.; Simpson, J. M.; Peduto, A. J.","Visual risk factors for hip fracture in older people","J Am Geriatr Soc","","0002-8614 (Print)0002-8614","","","OBJECTIVES: To determine the association between poor vision and risk of hip fracture in the Blue Mountains Eye Study. DESIGN: Prospective population-based cohort study. SETTING: Two post code areas in the Blue Mountains, west of Sydney, Australia. PARTICIPANTS: Three thousand six hundred fifty-four community-dwelling Australians aged 49 and older. MEASUREMENTS: At baseline, subjects had an extensive eye examination, including refraction, contrast sensitivity and visual field testing, photographs of the lens and retina, and an interview. Hip fractures during the 5-year follow-up were identified by self-report and review of medical records and were radiologically confirmed. RESULTS: For 2-year follow-up (17 hip fractures), the adjusted hazard ratio (HR) for risk of hip fracture in those with corrected visual acuity worse than 20/60 was 8.4 (95% confidence interval (CI) = 1.5-48.5, population attributable risk (PAR) = 27%); for presence of posterior subcapsular cataract, the adjusted HR was 5.0 (95% CI = 1.1-23.0, PAR = 24%); and for visual field loss, the adjusted HR was 5.5 (95% CI = 1.0-29.8, PAR = 55%). In those aged 75 and older, visual acuity worse than 20/60 gave an adjusted HR of 40.6 (95% CI = 5.6-292.5, PAR = 49%). Visual impairment of any type did not predict risk of hip fracture after a 2-year follow-up. CONCLUSION: Visual impairment is strongly associated with risk of hip fracture in the next 2 years but not over a longer period of time.","2003-03","2020-06-04 02:43:05","2020-06-04 02:43:05","","356-63","","3","51","","","","","","","","","","eng","","","","","","","","","; ","https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1532-5415.2003.51109.x?sid=nlm%3Apubmed; http://dx.doi.org/","Humans; Middle Aged; Aged; Aged, 80 and over; Female; Male; Follow-Up Studies; Risk Factors; Prospective Studies; Vision Disorders/*complications; Hip Fractures/*epidemiology/etiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI9NA2FF","journalArticle","2003","Paz, S. H.; Globe, D. R.; Wu, J.; Azen, S. P.; Varma, R.","Relationship between self-reported depression and self-reported visual function in Latinos","Arch Ophthalmol","","0003-9950 (Print)0003-9950","10.1001/archopht.121.7.1021","","OBJECTIVE: To validate and assess the relationship between self-reported depression as measured by a single item on the Medical Outcomes Study Short-Form 12 (SF-12) and self-reported visual function. METHODS: The Los Angeles Latino Eye Study is population-based and designed to assess the prevalence of visual impairment, ocular disease, and visual functioning in Latinos. Both the 25-item National Eye Institute-Visual Function Questionnaire (NEI VFQ-25) (self-reported visual function) and the SF-12 (health-related quality of life) were administered. A single item from the SF-12 was used to measure self-reported depression and validated against the Center for Epidemiologic Studies-Depression measure of depression. Covariate-adjusted NEI VFQ-25 subscale scores were contrasted across the 6 response choices of the SF-12, as well as across 3 combined response categories of the SF-12 using analysis of covariance. Covariate-adjusted regression analyses assessed the contribution of self-reported depression in explaining self-reported visual function. RESULTS: The sensitivity and specificity of the SF-12 single item with the Center for Epidemiologic Studies-Depression measure was 0.96 and 0.50, respectively. Using the 3 combined response categories of the SF-12 single item, it was found that (1) all covariate-adjusted subscales of the NEI VFQ-25 were statistically significantly different across the self-reported depression categories (P<.001) and (2) covariate-adjusted self-reported depression was a significant predictor of self-reported visual function (P<.001). CONCLUSIONS: A single SF-12 item may be used as a measure of self-reported depression. In addition, self-reported depression is an important covariate to consider when assessing self-reported visual function in Latinos.","2003-07","2020-06-04 02:43:03","2020-06-04 02:43:03","","1021-7","","7","121","","","","","","","","","","eng","","","","","","","","","; ","https://jamanetwork-com.libproxy2.usc.edu/journals/jamaophthalmology/articlepdf/415511/eeb20030.pdf; http://dx.doi.org/10.1001/archopht.121.7.1021","*Disability Evaluation; *Hispanic Americans; Adult; Depression/*ethnology; Female; Humans; Los Angeles/epidemiology; Male; Middle Aged; Prevalence; Quality of Life; Self Disclosure; Sensitivity and Specificity; Sickness Impact Profile; Surveys and Questionnaires; Vision Disorders/*ethnology; Visual Acuity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADZ898XF","journalArticle","1968","Linn, B. S.; Linn, M. W.; Gurel, L.","Cumulative illness rating scale","Journal of the American Geriatrics Society","","0002-8614","10.1111/j.1532-5415.1968.tb02103.x","","","1968-05","2020-06-06 17:15:14","2020-06-06 17:15:14","","622-626","","5","16","","J Am Geriatr Soc","","","","","","","","eng","","","","","PubMed","","PMID: 5646906","","","http://www.ncbi.nlm.nih.gov/pubmed/5646906","","Humans; Disability Evaluation; Physical Examination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PM4AP8HJ","journalArticle","2001","Brody, B. L.; Gamst, A. C.; Williams, R. A.; Smith, A. R.; Lau, P. W.; Dolnak, D.; Rapaport, M. H.; Kaplan, R. M.; Brown, S. I.","Depression, visual acuity, comorbidity, and disability associated with age-related macular degeneration","Ophthalmology","","0161-6420","10.1016/s0161-6420(01)00754-0","","OBJECTIVE: To examine (1) the prevalence of depressive disorders in community-dwelling adults with advanced age-related macular degeneration (AMD) and (2) the relationship in this population between depression, visual acuity, the number of comorbid medical conditions, disability caused by vision loss as measured by the National Eye Institute-Vision Function Questionnaire (NEI-VFQ) and the vision-specific Sickness Impact Profile (SIPV), and disability caused by overall health status as measured by the Sickness Impact Profile-68 (SIP). DESIGN: Analysis of cross-sectional baseline data from a randomized clinical trial. PARTICIPANTS: Participants were 151 adults aged 60 and older (mean age, 80 years) with advanced macular degeneration whose vision was 20/60 or worse in their better eye. METHODS: Subjects were interviewed using measures of depression, disability, and chronic medical conditions. Visual acuity was obtained. Nonparametric correlation analyses and linear regression analyses were performed. MAIN OUTCOME MEASURES: Structured Clinical Interview for DSM-IV (SCID-IV), Geriatric Depression Scale (GDS), NEI-VFQ, SIPV, and SIP. RESULTS: Of the participants, 32.5% (n = 49) met SCID-IV criteria for depressive disorder, twice the rate observed in previous studies of community-dwelling elderly. Over and above depression (GDS), visual acuity aided in prediction of the level of vision-specific disability (NEI-VFQ and SIPV). CONCLUSIONS: Depressive disorder is a significant problem for the elderly afflicted with advanced macular degeneration. Further research on psychopharmacologic and psychotherapeutic interventions for depressed AMD patients is warranted to improve depression and enhance functioning. Over and above depression, visual acuity aided in predicting vision-specific disability. Treatment strategies that teach patients to cope with vision loss should be developed and evaluated.","2001-10","2020-06-06 17:12:23","2020-06-06 17:12:23","","1893-1900; discussion 1900-1901","","10","108","","Ophthalmology","","","","","","","","eng","","","","","PubMed","","PMID: 11581068","","","http://www.ncbi.nlm.nih.gov/pubmed/11581068","","Humans; Middle Aged; Aged; Aged, 80 and over; Female; Male; Prevalence; Vision Tests; Cross-Sectional Studies; Sickness Impact Profile; Surveys and Questionnaires; Visual Acuity; California; Macular Degeneration; Comorbidity; Vision Disorders; Disability Evaluation; Depressive Disorder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RJQP32I","journalArticle","1983","Johnson, C. A.; Keltner, J. L.","Incidence of visual field loss in 20,000 eyes and its relationship to driving performance","Arch Ophthalmol","","0003-9950 (Print)0003-9950","","","Automated visual field screening of 10,000 volunteers (20,000 eyes) showed the incidence of visual field loss was 3.0% to 3.5% for persons aged 16 to 60 years but was approximately 13.0% for those older than 65 years. Approximately half of the persons with abnormal visual fields were previously unaware of any problem with peripheral vision. Follow-up results suggested that the most common causes of visual field loss were glaucoma, retinal disorders, and cataracts. Drivers with binocular visual field loss had accident and conviction rates twice as high as those with normal visual fields. Drivers with monocular visual field loss had accident and conviction rates equivalent to those of a control group. Our results have important implications for mass visual field screening to detect eye diseases and for vision-related factors in traffic safety.","1983-03","2020-06-04 02:43:26","2020-06-04 02:43:26","","371-5","","3","101","","","","","","","","","","eng","","","","","","","","","; ","http://dx.doi.org/; https://jamanetwork.com/journals/jamaophthalmology/article-abstract/634497","*Visual Fields; Adult; Humans; Middle Aged; United States; Aged; Adolescent; Visual Acuity; Vision Disorders/*epidemiology; *Automobile Driving; Accidents, Traffic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRV6RE3F","journalArticle","1996","Ferris, F. L.; Bailey, I.","Standardizing the measurement of visual acuity for clinical research studies: Guidelines from the Eye Care Technology Forum","Ophthalmology","","0161-6420 (Print)0161-6420","","","","1996-01","2020-06-04 02:43:19","2020-06-04 02:43:19","","181-2","","1","103","","","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/","Clinical Medicine/*standards; Humans; National Institutes of Health (U.S.); Reference Standards; Research/*standards; United States; *Visual Acuity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CF8IUL4","journalArticle","2011","Andrich, David","Rating scales and Rasch measurement","Expert Review of Pharmacoeconomics & Outcomes Research","","1744-8379","10.1586/erp.11.59","","Assessments with ratings in ordered categories have become ubiquitous in health, biological and social sciences. Ratings are used when a measuring instrument of the kind found in the natural sciences is not available to assess some property in terms of degree - for example, greater or smaller, better or worse, or stronger or weaker. The handling of ratings has ranged from the very elementary to the highly sophisticated. In an elementary form, and assumed in classical test theory, the ratings are scored with successive integers and treated as measurements; in a sophisticated form, and used in modern test theory, the ratings are characterized by probabilistic response models with parameters for persons and the rating categories. Within modern test theory, two paradigms, similar in many details but incompatible on crucial points, have emerged. For the purposes of this article, these are termed the statistical modeling and experimental measurement paradigms. Rather than reviewing a compendium of available methods and models for analyzing ratings in detail, the article focuses on the incompatible differences between these two paradigms, with implications for choice of model and inferences. It shows that the differences have implications for different roles for substantive researchers and psychometricians in designing instruments with rating scales. To illustrate these differences, an example is provided.","2011-10","2020-11-18 20:26:52","2020-11-18 20:26:52","","571-585","","5","11","","Expert Rev Pharmacoecon Outcomes Res","","","","","","","","eng","","","","","PubMed","","PMID: 21958102","","","http://www.ncbi.nlm.nih.gov/pubmed/21958102","","Humans; Models, Statistical; Muscle Tonus; Probability; Psychometrics; Research Design; Weights and Measures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
